MES,ESTADO,REGIAO,TIPO_DE_USINA,VALOR_PARA_GERAR
4,TOCANTINS,SUDESTE,HIDROELÉTRICA,903983.765
4,z - INTERNACIONAL,PARAGUAI,HIDROELÉTRICA,938852.602
5,ACRE,NORTE,FOTOVOLTAICA,15600.095
5,ACRE,SUDESTE,TÉRMICA,0.0
5,ALAGOAS,NORDESTE,FOTOVOLTAICA,48170.179
5,ALAGOAS,NORDESTE,HIDROELÉTRICA,961887.866
5,ALAGOAS,NORDESTE,TÉRMICA,0.0
5,AMAPA,NORTE,FOTOVOLTAICA,7147.289
5,AMAPA,NORTE,HIDROELÉTRICA,570429.116
5,AMAPA,NORTE,TÉRMICA,0.0
5,AMAZONAS,NORTE,FOTOVOLTAICA,13615.027
5,AMAZONAS,NORTE,HIDROELÉTRICA,42172.05
5,AMAZONAS,NORTE,TÉRMICA,656002.868
5,BAHIA,NORDESTE,EOLIELÉTRICA,3299402.088
5,BAHIA,NORDESTE,FOTOVOLTAICA,486927.147
5,BAHIA,NORDESTE,HIDROELÉTRICA,1199382.688
5,BAHIA,NORDESTE,TÉRMICA,115146.015
5,CEARA,NORDESTE,EOLIELÉTRICA,355727.495
5,CEARA,NORDESTE,FOTOVOLTAICA,319842.946
5,CEARA,NORDESTE,TÉRMICA,96829.427
5,DISTRITO FEDERAL,SUDESTE,FOTOVOLTAICA,47254.733
5,DISTRITO FEDERAL,SUDESTE,HIDROELÉTRICA,8296.582
5,ESPIRITO SANTO,SUDESTE,FOTOVOLTAICA,68757.223
5,ESPIRITO SANTO,SUDESTE,HIDROELÉTRICA,164297.742
5,ESPIRITO SANTO,SUDESTE,TÉRMICA,127868.32
5,GOIAS,SUDESTE,FOTOVOLTAICA,171611.0
5,GOIAS,SUDESTE,HIDROELÉTRICA,1079538.009
5,GOIAS,SUDESTE,TÉRMICA,341699.385
5,MARANHAO,NORTE,EOLIELÉTRICA,65151.15
5,MARANHAO,NORTE,FOTOVOLTAICA,82281.286
5,MARANHAO,NORTE,HIDROELÉTRICA,334334.462
5,MARANHAO,NORTE,TÉRMICA,199347.168
5,MATO GROSSO,SUDESTE,FOTOVOLTAICA,225716.226
5,MATO GROSSO,SUDESTE,HIDROELÉTRICA,1084845.354
5,MATO GROSSO,SUDESTE,TÉRMICA,25676.416
5,MATO GROSSO DO SUL,SUDESTE,FOTOVOLTAICA,132626.698
5,MATO GROSSO DO SUL,SUDESTE,HIDROELÉTRICA,131925.735
5,MATO GROSSO DO SUL,SUDESTE,TÉRMICA,408967.434
5,MINAS GERAIS,SUDESTE,FOTOVOLTAICA,1303835.312
5,MINAS GERAIS,SUDESTE,HIDROELÉTRICA,3160180.581
5,MINAS GERAIS,SUDESTE,TÉRMICA,323242.903
5,PARA,NORTE,FOTOVOLTAICA,117740.197
5,PARA,NORTE,HIDROELÉTRICA,8079906.48
5,PARA,NORTE,TÉRMICA,0.0
5,PARA,SUDESTE,HIDROELÉTRICA,868608.431
5,PARAIBA,NORDESTE,EOLIELÉTRICA,303244.681
5,PARAIBA,NORDESTE,FOTOVOLTAICA,154933.532
5,PARAIBA,NORDESTE,HIDROELÉTRICA,0.0
5,PARAIBA,NORDESTE,TÉRMICA,352.218
5,PARANA,SUDESTE,HIDROELÉTRICA,1928433.858
5,PARANA,SUL,EOLIELÉTRICA,64.506
5,PARANA,SUL,FOTOVOLTAICA,235079.774
5,PARANA,SUL,HIDROELÉTRICA,2846829.332
5,PARANA,SUL,TÉRMICA,126788.534
5,PERNAMBUCO,NORDESTE,EOLIELÉTRICA,229599.112
5,PERNAMBUCO,NORDESTE,FOTOVOLTAICA,255270.742
5,PERNAMBUCO,NORDESTE,HIDROELÉTRICA,396565.216
5,PERNAMBUCO,NORDESTE,TÉRMICA,19559.495
5,PIAUI,NORDESTE,EOLIELÉTRICA,1712919.559
5,PIAUI,NORDESTE,FOTOVOLTAICA,284521.605
5,PIAUI,NORDESTE,HIDROELÉTRICA,86047.043
5,PIAUI,NORDESTE,TÉRMICA,0.0
5,RIO DE JANEIRO,SUDESTE,EOLIELÉTRICA,2551.007
5,RIO DE JANEIRO,SUDESTE,FOTOVOLTAICA,114734.898
5,RIO DE JANEIRO,SUDESTE,HIDROELÉTRICA,643485.522
5,RIO DE JANEIRO,SUDESTE,NUCLEAR,1265158.723
5,RIO DE JANEIRO,SUDESTE,TÉRMICA,438306.225
5,RIO GRANDE DO NORTE,NORDESTE,EOLIELÉTRICA,2423262.902
5,RIO GRANDE DO NORTE,NORDESTE,FOTOVOLTAICA,260424.719
5,RIO GRANDE DO NORTE,NORDESTE,TÉRMICA,2661.539
5,RIO GRANDE DO SUL,SUL,EOLIELÉTRICA,437898.718
5,RIO GRANDE DO SUL,SUL,FOTOVOLTAICA,156702.025
5,RIO GRANDE DO SUL,SUL,HIDROELÉTRICA,1670965.604
5,RIO GRANDE DO SUL,SUL,TÉRMICA,285388.92
5,RONDONIA,SUDESTE,FOTOVOLTAICA,34676.221
5,RONDONIA,SUDESTE,HIDROELÉTRICA,3585031.784
5,RONDONIA,SUDESTE,TÉRMICA,0.0
5,RORAIMA,NORTE,TÉRMICA,115652.538
5,SANTA CATARINA,SUL,EOLIELÉTRICA,67472.076
5,SANTA CATARINA,SUL,FOTOVOLTAICA,119205.19499999999
5,SANTA CATARINA,SUL,HIDROELÉTRICA,3548252.647
5,SANTA CATARINA,SUL,TÉRMICA,188175.356
5,SAO PAULO,SUDESTE,FOTOVOLTAICA,548693.965
5,SAO PAULO,SUDESTE,HIDROELÉTRICA,3418113.105
5,SAO PAULO,SUDESTE,TÉRMICA,1341100.56
5,SERGIPE,NORDESTE,EOLIELÉTRICA,2436.513
5,SERGIPE,NORDESTE,FOTOVOLTAICA,30788.617
5,SERGIPE,NORDESTE,TÉRMICA,0.0
5,TOCANTINS,NORDESTE,HIDROELÉTRICA,39699.705
5,TOCANTINS,NORTE,FOTOVOLTAICA,53120.471
5,TOCANTINS,NORTE,HIDROELÉTRICA,45579.884
5,TOCANTINS,NORTE,TÉRMICA,13959.993
5,TOCANTINS,SUDESTE,HIDROELÉTRICA,460567.382
5,z - INTERNACIONAL,PARAGUAI,HIDROELÉTRICA,1072547.846
6,ACRE,NORTE,FOTOVOLTAICA,16971.447
6,ACRE,SUDESTE,TÉRMICA,0.0
6,ALAGOAS,NORDESTE,FOTOVOLTAICA,43051.739
6,ALAGOAS,NORDESTE,HIDROELÉTRICA,942362.08
6,ALAGOAS,NORDESTE,TÉRMICA,0.0
6,AMAPA,NORTE,FOTOVOLTAICA,7692.844
6,AMAPA,NORTE,HIDROELÉTRICA,593495.677
6,AMAPA,NORTE,TÉRMICA,0.0
6,AMAZONAS,NORTE,FOTOVOLTAICA,14854.067000000001
6,AMAZONAS,NORTE,HIDROELÉTRICA,82702.122
6,AMAZONAS,NORTE,TÉRMICA,490489.588
6,BAHIA,NORDESTE,EOLIELÉTRICA,3617590.531
6,BAHIA,NORDESTE,FOTOVOLTAICA,464776.574
6,BAHIA,NORDESTE,HIDROELÉTRICA,1181521.699
6,BAHIA,NORDESTE,TÉRMICA,133395.632
6,CEARA,NORDESTE,EOLIELÉTRICA,451116.048
6,CEARA,NORDESTE,FOTOVOLTAICA,260758.429
6,CEARA,NORDESTE,TÉRMICA,106735.81
6,DISTRITO FEDERAL,SUDESTE,FOTOVOLTAICA,42829.381
6,DISTRITO FEDERAL,SUDESTE,HIDROELÉTRICA,576.0
6,ESPIRITO SANTO,SUDESTE,FOTOVOLTAICA,60515.803
6,ESPIRITO SANTO,SUDESTE,HIDROELÉTRICA,124061.271
6,ESPIRITO SANTO,SUDESTE,TÉRMICA,104469.467
6,GOIAS,SUDESTE,FOTOVOLTAICA,154577.764
6,GOIAS,SUDESTE,HIDROELÉTRICA,1201727.731
6,GOIAS,SUDESTE,TÉRMICA,379362.151
6,MARANHAO,NORTE,EOLIELÉTRICA,77092.93
6,MARANHAO,NORTE,FOTOVOLTAICA,79137.675
6,MARANHAO,NORTE,HIDROELÉTRICA,255654.651
6,MARANHAO,NORTE,TÉRMICA,379175.254
6,MATO GROSSO,SUDESTE,FOTOVOLTAICA,210926.069
6,MATO GROSSO,SUDESTE,HIDROELÉTRICA,856746.72
6,MATO GROSSO,SUDESTE,TÉRMICA,38703.371
6,MATO GROSSO DO SUL,SUDESTE,FOTOVOLTAICA,128449.83499999999
6,MATO GROSSO DO SUL,SUDESTE,HIDROELÉTRICA,113230.047
6,MATO GROSSO DO SUL,SUDESTE,TÉRMICA,437805.122
6,MINAS GERAIS,SUDESTE,FOTOVOLTAICA,1257291.402
6,MINAS GERAIS,SUDESTE,HIDROELÉTRICA,3763777.439
6,MINAS GERAIS,SUDESTE,TÉRMICA,333028.018
6,PARA,NORTE,FOTOVOLTAICA,121544.103
6,PARA,NORTE,HIDROELÉTRICA,3476774.055
6,PARA,NORTE,TÉRMICA,0.0
6,PARA,SUDESTE,HIDROELÉTRICA,492759.977
6,PARAIBA,NORDESTE,EOLIELÉTRICA,388234.215
6,PARAIBA,NORDESTE,FOTOVOLTAICA,137487.639
6,PARAIBA,NORDESTE,HIDROELÉTRICA,0.0
6,PARAIBA,NORDESTE,TÉRMICA,0.0
6,PARANA,SUDESTE,HIDROELÉTRICA,2207641.346
6,PARANA,SUL,EOLIELÉTRICA,62.006
6,PARANA,SUL,FOTOVOLTAICA,225694.32200000001
6,PARANA,SUL,HIDROELÉTRICA,3730161.398
6,PARANA,SUL,TÉRMICA,110222.376
6,PERNAMBUCO,NORDESTE,EOLIELÉTRICA,284438.794
6,PERNAMBUCO,NORDESTE,FOTOVOLTAICA,222922.385
6,PERNAMBUCO,NORDESTE,HIDROELÉTRICA,402573.873
6,PERNAMBUCO,NORDESTE,TÉRMICA,15254.723
6,PIAUI,NORDESTE,EOLIELÉTRICA,1859884.531
6,PIAUI,NORDESTE,FOTOVOLTAICA,266557.301
6,PIAUI,NORDESTE,HIDROELÉTRICA,84193.539
6,PIAUI,NORDESTE,TÉRMICA,0.0
6,RIO DE JANEIRO,SUDESTE,EOLIELÉTRICA,3093.85
6,RIO DE JANEIRO,SUDESTE,FOTOVOLTAICA,106605.442
6,RIO DE JANEIRO,SUDESTE,HIDROELÉTRICA,611801.238
6,RIO DE JANEIRO,SUDESTE,NUCLEAR,1440311.192
6,RIO DE JANEIRO,SUDESTE,TÉRMICA,620944.183
6,RIO GRANDE DO NORTE,NORDESTE,EOLIELÉTRICA,2524460.091
6,RIO GRANDE DO NORTE,NORDESTE,FOTOVOLTAICA,233124.373
6,RIO GRANDE DO NORTE,NORDESTE,TÉRMICA,1024.501
6,RIO GRANDE DO SUL,SUL,EOLIELÉTRICA,463899.937
6,RIO GRANDE DO SUL,SUL,FOTOVOLTAICA,172246.435
6,RIO GRANDE DO SUL,SUL,HIDROELÉTRICA,1605888.837
6,RIO GRANDE DO SUL,SUL,TÉRMICA,195795.547
6,RONDONIA,SUDESTE,FOTOVOLTAICA,34867.548
6,RONDONIA,SUDESTE,HIDROELÉTRICA,2169792.224
6,RONDONIA,SUDESTE,TÉRMICA,0.0
6,RORAIMA,NORTE,TÉRMICA,110158.8
6,SANTA CATARINA,SUL,EOLIELÉTRICA,72828.862
6,SANTA CATARINA,SUL,FOTOVOLTAICA,116753.53
6,SANTA CATARINA,SUL,HIDROELÉTRICA,3329766.148
6,SANTA CATARINA,SUL,TÉRMICA,370525.634
6,SAO PAULO,SUDESTE,FOTOVOLTAICA,507815.807
6,SAO PAULO,SUDESTE,HIDROELÉTRICA,3350369.217
6,SAO PAULO,SUDESTE,TÉRMICA,1398315.914
6,SERGIPE,NORDESTE,EOLIELÉTRICA,1988.807
6,SERGIPE,NORDESTE,FOTOVOLTAICA,26850.198
6,SERGIPE,NORDESTE,TÉRMICA,0.111
6,TOCANTINS,NORDESTE,HIDROELÉTRICA,33336.374
6,TOCANTINS,NORTE,FOTOVOLTAICA,50265.78
6,TOCANTINS,NORTE,HIDROELÉTRICA,34554.205
6,TOCANTINS,NORTE,TÉRMICA,5270.562
6,TOCANTINS,SUDESTE,HIDROELÉTRICA,470015.022
6,z - INTERNACIONAL,PARAGUAI,HIDROELÉTRICA,1237947.378
7,ACRE,NORTE,FOTOVOLTAICA,19049.958
7,ACRE,SUDESTE,TÉRMICA,0.0
7,ALAGOAS,NORDESTE,FOTOVOLTAICA,56362.313
7,ALAGOAS,NORDESTE,HIDROELÉTRICA,966822.7609999999
7,ALAGOAS,NORDESTE,TÉRMICA,0.0
7,AMAPA,NORTE,FOTOVOLTAICA,9803.46
7,AMAPA,NORTE,HIDROELÉTRICA,443033.409
7,AMAPA,NORTE,TÉRMICA,0.0
7,AMAZONAS,NORTE,FOTOVOLTAICA,16883.272
7,AMAZONAS,NORTE,HIDROELÉTRICA,82512.647
7,AMAZONAS,NORTE,TÉRMICA,526988.794
7,BAHIA,NORDESTE,EOLIELÉTRICA,3936267.319
7,BAHIA,NORDESTE,FOTOVOLTAICA,529612.172
7,BAHIA,NORDESTE,HIDROELÉTRICA,1172859.295
7,BAHIA,NORDESTE,TÉRMICA,95762.015
7,CEARA,NORDESTE,EOLIELÉTRICA,608756.356
7,CEARA,NORDESTE,FOTOVOLTAICA,273118.563
7,CEARA,NORDESTE,TÉRMICA,131935.678
7,DISTRITO FEDERAL,SUDESTE,FOTOVOLTAICA,45409.581
7,DISTRITO FEDERAL,SUDESTE,HIDROELÉTRICA,840.003
7,ESPIRITO SANTO,SUDESTE,FOTOVOLTAICA,67593.152
7,ESPIRITO SANTO,SUDESTE,HIDROELÉTRICA,95541.846
7,ESPIRITO SANTO,SUDESTE,TÉRMICA,81013.136
7,GOIAS,SUDESTE,FOTOVOLTAICA,186519.673
7,GOIAS,SUDESTE,HIDROELÉTRICA,1376915.538
7,GOIAS,SUDESTE,TÉRMICA,381577.374
7,MARANHAO,NORTE,EOLIELÉTRICA,121820.145
7,MARANHAO,NORTE,FOTOVOLTAICA,91784.625
7,MARANHAO,NORTE,HIDROELÉTRICA,223948.175
7,MARANHAO,NORTE,TÉRMICA,1091161.329
7,MATO GROSSO,SUDESTE,FOTOVOLTAICA,239466.861
7,MATO GROSSO,SUDESTE,HIDROELÉTRICA,754796.546
7,MATO GROSSO,SUDESTE,TÉRMICA,48617.937
7,MATO GROSSO DO SUL,SUDESTE,FOTOVOLTAICA,146337.491
7,MATO GROSSO DO SUL,SUDESTE,HIDROELÉTRICA,103698.035
7,MATO GROSSO DO SUL,SUDESTE,TÉRMICA,461601.87
7,MINAS GERAIS,SUDESTE,FOTOVOLTAICA,1318313.688
7,MINAS GERAIS,SUDESTE,HIDROELÉTRICA,4317013.533
7,MINAS GERAIS,SUDESTE,TÉRMICA,344390.193
7,PARA,NORTE,FOTOVOLTAICA,140566.531
7,PARA,NORTE,HIDROELÉTRICA,2124083.508
7,PARA,NORTE,TÉRMICA,120.0
7,PARA,SUDESTE,HIDROELÉTRICA,334738.342
7,PARAIBA,NORDESTE,EOLIELÉTRICA,466985.104
7,PARAIBA,NORDESTE,FOTOVOLTAICA,145708.064
7,PARAIBA,NORDESTE,HIDROELÉTRICA,0.0
7,PARAIBA,NORDESTE,TÉRMICA,12686.273
7,PARANA,SUDESTE,HIDROELÉTRICA,2228153.6
7,PARANA,SUL,EOLIELÉTRICA,79.339
7,PARANA,SUL,FOTOVOLTAICA,220025.125
7,PARANA,SUL,HIDROELÉTRICA,4312470.919
7,PARANA,SUL,TÉRMICA,112712.663
7,PERNAMBUCO,NORDESTE,EOLIELÉTRICA,329616.536
7,PERNAMBUCO,NORDESTE,FOTOVOLTAICA,229049.06
7,PERNAMBUCO,NORDESTE,HIDROELÉTRICA,410341.64
7,PERNAMBUCO,NORDESTE,TÉRMICA,25632.602
7,PIAUI,NORDESTE,EOLIELÉTRICA,2217770.505
7,PIAUI,NORDESTE,FOTOVOLTAICA,384632.473
7,PIAUI,NORDESTE,HIDROELÉTRICA,99579.986
7,PIAUI,NORDESTE,TÉRMICA,2495.996
7,RIO DE JANEIRO,SUDESTE,EOLIELÉTRICA,3131.245
7,RIO DE JANEIRO,SUDESTE,FOTOVOLTAICA,112397.569
7,RIO DE JANEIRO,SUDESTE,HIDROELÉTRICA,534083.854
7,RIO DE JANEIRO,SUDESTE,NUCLEAR,1491835.253
7,RIO DE JANEIRO,SUDESTE,TÉRMICA,907918.843
7,RIO GRANDE DO NORTE,NORDESTE,EOLIELÉTRICA,2975420.732
7,RIO GRANDE DO NORTE,NORDESTE,FOTOVOLTAICA,250162.244
7,RIO GRANDE DO NORTE,NORDESTE,TÉRMICA,4157.9
7,RIO GRANDE DO SUL,SUL,EOLIELÉTRICA,370385.139
7,RIO GRANDE DO SUL,SUL,FOTOVOLTAICA,182959.528
7,RIO GRANDE DO SUL,SUL,HIDROELÉTRICA,1738123.35
7,RIO GRANDE DO SUL,SUL,TÉRMICA,243188.267
7,RONDONIA,SUDESTE,FOTOVOLTAICA,37868.369
7,RONDONIA,SUDESTE,HIDROELÉTRICA,1400290.523
7,RONDONIA,SUDESTE,TÉRMICA,0.0
7,RORAIMA,NORTE,TÉRMICA,113402.199
7,SANTA CATARINA,SUL,EOLIELÉTRICA,51947.787
7,SANTA CATARINA,SUL,FOTOVOLTAICA,93409.41100000001
7,SANTA CATARINA,SUL,HIDROELÉTRICA,3629304.937
7,SANTA CATARINA,SUL,TÉRMICA,447993.955
7,SAO PAULO,SUDESTE,FOTOVOLTAICA,511678.329
7,SAO PAULO,SUDESTE,HIDROELÉTRICA,3516820.364
7,SAO PAULO,SUDESTE,TÉRMICA,1485652.898
7,SERGIPE,NORDESTE,EOLIELÉTRICA,2736.021
7,SERGIPE,NORDESTE,FOTOVOLTAICA,30940.229
7,SERGIPE,NORDESTE,TÉRMICA,0.0
7,TOCANTINS,NORDESTE,HIDROELÉTRICA,33213.884
7,TOCANTINS,NORTE,FOTOVOLTAICA,55963.455
7,TOCANTINS,NORTE,HIDROELÉTRICA,33658.08
7,TOCANTINS,NORTE,TÉRMICA,19533.969
7,TOCANTINS,SUDESTE,HIDROELÉTRICA,472243.344
7,z - INTERNACIONAL,PARAGUAI,HIDROELÉTRICA,1205087.058
8,ACRE,NORTE,FOTOVOLTAICA,19175.737
8,ACRE,SUDESTE,TÉRMICA,0.0
8,ALAGOAS,NORDESTE,FOTOVOLTAICA,68176.026
8,ALAGOAS,NORDESTE,HIDROELÉTRICA,975941.591
8,ALAGOAS,NORDESTE,TÉRMICA,0.0
8,AMAPA,NORTE,FOTOVOLTAICA,10798.339
8,AMAPA,NORTE,HIDROELÉTRICA,273278.489
8,AMAPA,NORTE,TÉRMICA,0.0
8,AMAZONAS,NORTE,FOTOVOLTAICA,17917.498
8,AMAZONAS,NORTE,HIDROELÉTRICA,62765.286
8,AMAZONAS,NORTE,TÉRMICA,665514.619
8,BAHIA,NORDESTE,EOLIELÉTRICA,3853883.83
8,BAHIA,NORDESTE,FOTOVOLTAICA,564184.096
8,BAHIA,NORDESTE,HIDROELÉTRICA,1228924.734
8,BAHIA,NORDESTE,TÉRMICA,73274.568
8,CEARA,NORDESTE,EOLIELÉTRICA,730982.801
8,CEARA,NORDESTE,FOTOVOLTAICA,318900.162
8,CEARA,NORDESTE,TÉRMICA,407046.617
8,DISTRITO FEDERAL,SUDESTE,FOTOVOLTAICA,49992.952
8,DISTRITO FEDERAL,SUDESTE,HIDROELÉTRICA,1145.457
8,ESPIRITO SANTO,SUDESTE,FOTOVOLTAICA,76255.676
8,ESPIRITO SANTO,SUDESTE,HIDROELÉTRICA,84951.319
8,ESPIRITO SANTO,SUDESTE,TÉRMICA,93252.337
8,GOIAS,SUDESTE,FOTOVOLTAICA,207149.323
8,GOIAS,SUDESTE,HIDROELÉTRICA,1302450.194
8,GOIAS,SUDESTE,TÉRMICA,385217.558
8,MARANHAO,NORTE,EOLIELÉTRICA,198058.313
8,MARANHAO,NORTE,FOTOVOLTAICA,99283.274
8,MARANHAO,NORTE,HIDROELÉTRICA,236999.516
8,MARANHAO,NORTE,TÉRMICA,1293934.636
8,MATO GROSSO,SUDESTE,FOTOVOLTAICA,247840.466
8,MATO GROSSO,SUDESTE,HIDROELÉTRICA,670915.921
8,MATO GROSSO,SUDESTE,TÉRMICA,48058.607
8,MATO GROSSO DO SUL,SUDESTE,FOTOVOLTAICA,172067.219
8,MATO GROSSO DO SUL,SUDESTE,HIDROELÉTRICA,95601.374
8,MATO GROSSO DO SUL,SUDESTE,TÉRMICA,468362.292
8,MINAS GERAIS,SUDESTE,FOTOVOLTAICA,1506389.892
8,MINAS GERAIS,SUDESTE,HIDROELÉTRICA,4668881.086
8,MINAS GERAIS,SUDESTE,TÉRMICA,367625.273
8,PARA,NORTE,FOTOVOLTAICA,147870.638
8,PARA,NORTE,HIDROELÉTRICA,1620863.739
8,PARA,NORTE,TÉRMICA,71.971
8,PARA,SUDESTE,HIDROELÉTRICA,232659.772
8,PARAIBA,NORDESTE,EOLIELÉTRICA,512631.042
8,PARAIBA,NORDESTE,FOTOVOLTAICA,161243.664
8,PARAIBA,NORDESTE,HIDROELÉTRICA,0.0
8,PARAIBA,NORDESTE,TÉRMICA,5475.193
8,PARANA,SUDESTE,HIDROELÉTRICA,2415202.938
8,PARANA,SUL,EOLIELÉTRICA,38.492
8,PARANA,SUL,FOTOVOLTAICA,297207.908
8,PARANA,SUL,HIDROELÉTRICA,4042592.483
8,PARANA,SUL,TÉRMICA,117818.966
8,PERNAMBUCO,NORDESTE,EOLIELÉTRICA,360069.502
8,PERNAMBUCO,NORDESTE,FOTOVOLTAICA,238260.832
8,PERNAMBUCO,NORDESTE,HIDROELÉTRICA,408825.639
8,PERNAMBUCO,NORDESTE,TÉRMICA,18089.969
8,PIAUI,NORDESTE,EOLIELÉTRICA,2167160.134
8,PIAUI,NORDESTE,FOTOVOLTAICA,414299.632
8,PIAUI,NORDESTE,HIDROELÉTRICA,82735.596
8,PIAUI,NORDESTE,TÉRMICA,3713.517
8,RIO DE JANEIRO,SUDESTE,EOLIELÉTRICA,5786.217
8,RIO DE JANEIRO,SUDESTE,FOTOVOLTAICA,137831.206
8,RIO DE JANEIRO,SUDESTE,HIDROELÉTRICA,494525.176
8,RIO DE JANEIRO,SUDESTE,NUCLEAR,1492515.256
8,RIO DE JANEIRO,SUDESTE,TÉRMICA,1203486.617
8,RIO GRANDE DO NORTE,NORDESTE,EOLIELÉTRICA,3522968.689
8,RIO GRANDE DO NORTE,NORDESTE,FOTOVOLTAICA,302507.683
8,RIO GRANDE DO NORTE,NORDESTE,TÉRMICA,5324.51
8,RIO GRANDE DO SUL,SUL,EOLIELÉTRICA,621851.561
8,RIO GRANDE DO SUL,SUL,FOTOVOLTAICA,245396.164
8,RIO GRANDE DO SUL,SUL,HIDROELÉTRICA,1429645.824
8,RIO GRANDE DO SUL,SUL,TÉRMICA,249837.619
8,RONDONIA,SUDESTE,FOTOVOLTAICA,35701.103
8,RONDONIA,SUDESTE,HIDROELÉTRICA,989406.972
8,RONDONIA,SUDESTE,TÉRMICA,0.0
8,RORAIMA,NORTE,TÉRMICA,127403.671
8,SANTA CATARINA,SUL,EOLIELÉTRICA,67972.691
8,SANTA CATARINA,SUL,FOTOVOLTAICA,141490.35
8,SANTA CATARINA,SUL,HIDROELÉTRICA,3081583.504
8,SANTA CATARINA,SUL,TÉRMICA,392549.263
8,SAO PAULO,SUDESTE,FOTOVOLTAICA,660902.759
8,SAO PAULO,SUDESTE,HIDROELÉTRICA,3973114.505
8,SAO PAULO,SUDESTE,TÉRMICA,1494517.203
8,SERGIPE,NORDESTE,EOLIELÉTRICA,1669.436
8,SERGIPE,NORDESTE,FOTOVOLTAICA,34219.873999999996
8,SERGIPE,NORDESTE,TÉRMICA,0.0
8,TOCANTINS,NORDESTE,HIDROELÉTRICA,32002.302
8,TOCANTINS,NORTE,FOTOVOLTAICA,59835.985
8,TOCANTINS,NORTE,HIDROELÉTRICA,26571.22
8,TOCANTINS,NORTE,TÉRMICA,21190.911
8,TOCANTINS,SUDESTE,HIDROELÉTRICA,511059.517
8,z - INTERNACIONAL,PARAGUAI,HIDROELÉTRICA,1194652.928
